認証番号,店名,住所,更新日
0190,和風レストラン くるま屋,福井県三方上中郡若狭町安賀里75-1-6,2021-08-11
0187,レストラン 若樹,福井県福井市若杉3-910,2021-08-11
0185,春乃家,福井県鯖江市新横江2-3-27-2,2021-08-11
0184,かく屋,福井県丹生郡越前町織田85-54,2021-08-11
0182,Win,福井県大野市弥生町3-2,2021-08-11
0180,栄庵,福井県越前市沢町22,2021-08-11
0179,大宮亭,福井県坂井市丸岡町里丸岡3-10,2021-08-11
0178,ホテル せくみ屋,福井県小浜市小浜白鬚113,2021-08-11
0177,㐂の葉,福井県福井市中藤新保町14-1-24,2021-08-11
0175,うなぎ 淡水,福井県三方上中郡若狭町鳥浜127-13-4,2021-08-11
0174,手打ちそば 雪花,福井県敦賀市谷25-2-4,2021-08-11
0172,憩い処 みなみ,福井県坂井市三国町山王3-5-26,2021-08-11
0171,カリーゲイツ ダンダダ,福井県越前市千福町123,2021-08-11
0170,テキサスハンズ 春江店,福井県福井市石盛町915-1,2021-08-11
0169,明洞２号店,福井県敦賀市白銀町5-18,2021-08-11
0168,旅館 水月,福井県小浜市阿納10-12,2021-08-11
0167,カラオケ喫茶 あられちゃん,福井県越前市国府1-3-1 源ビル1F,2021-08-11
0165,そば割烹 よいん ,福井県福井市福新町1913,2021-08-11
0163,リベール,福井県越前市小松2-21-40,2021-08-11
0162,cafe カシュカシュ,福井県福井市八ツ島町31字宮島302-1,2021-08-11
0160,ファミリーフーズ チャオ,福井県丹生郡越前町織田98-10-4,2021-08-11
0159,風の街 やしろ店,福井県福井市渕2-1807,2021-08-11
0157,レストラン 源治,福井県大飯郡高浜町宮崎63-24-1,2021-08-11
0156,mondo（モンド）,福井県大野市有明町21-18,2021-08-11
0155,永平寺の館 雲粋,福井県吉田郡永平寺町市野々13-38-2,2021-08-11
0153,六本弦,福井県福井市田原2-26-4,2021-08-11
0151,季ノ肴 よしかわ,福井県福井市若杉4-702,2021-08-11
0149,おらんだ亭,福井県福井市南四ツ居1-21-11,2021-08-11
0148,料亭 中松,福井県鯖江市旭町1-5-3,2021-08-11
0147,谷口屋,福井県坂井市丸岡町上竹田37-26-1,2021-08-11
0146,カフェ＆カラオケ Yell,福井県福井市御幸4-10-6,2021-08-11
0145,居酒屋 あいらんど,福井県福井市学園2-11-20,2021-08-11
0144,ゆのくに,福井県敦賀市本町1-7-27,2021-08-11
0143,内くら,福井県福井市品ヶ瀬町5-97,2021-08-11
0142,潮騒の館 やし楼,福井県坂井市三国町安島64-1-68,2021-08-11
0141,みどり亭,福井県勝山市遅羽町比島33-1,2021-08-11
0140,味のよしだや しのぶ庭,福井県あわら市春宮1-8-13,2021-08-11
0139,呑処 桃太郎,福井県大野市有明町19-14,2021-08-11
0138,あぶりや親方,福井県大野市東中町812,2021-08-11
0136,魚栄楼,福井県越前市粟田部町29-36,2021-08-11
0135,サバエ・シティーホテル イル・ヴィゴーレ,福井県鯖江市桜町3-3-3,2021-08-11
0134,葛と鯖寿しの店 まる志ん,福井県三方上中郡若狭町熊川39-11-1,2021-08-11
0133,レストラン ときわ,福井県大野市友江12-6,2021-08-11
0132,遊食楽呑 かんきち 鯖江本店,福井県鯖江市三六町1-14-6,2021-08-11
0131,Cafe＆Bar RED SHOES,福井県あわら市温泉5-1302 ハイム松月103号,2021-08-11
0129,魚𠮷,福井県鯖江市吉谷町23-16,2021-08-11
0128,越前めん処 江戸屋,福井県越前市高瀬2-6-15,2021-08-11
0127,ことぶき,福井県越前市粟田部町29-38-2,2021-08-11
0125,山仁,福井県福井市豊島2-3-17,2021-08-11
0124,お食事処 みつや,福井県小浜市小浜酒井1-52,2021-08-11
0123,そば処 盛安,福井県坂井市三国町北本町3-2-30,2021-08-11
0122,自家製麺食堂。 鯖の江,福井県鯖江市持明寺町10-19-3,2021-08-11
0121,佐々木隆文堂・和麗,福井県丹生郡越前町織田98-1,2021-08-11
0120,足立屋,福井県小浜市和多田31-9-3,2021-08-11
0119,Berceau,福井県福井市東森田3-1815,2021-08-11
0118,Sニック’s bar 本道坊,福井県福井市西木田1-17-24,2021-08-11
0117,maple＊honey,福井県福井市文京6-35-18,2021-08-11
0116,テキサスハンズ 四ツ居店,福井県福井市南四ツ居1-1-2,2021-08-11
0115,FRUITS & DRINK あいぽーと,福井県坂井市三国町安島64-1（東尋坊）,2021-08-11
0113,郷土の味 かど宗,福井県坂井市丸岡町一本田31-10-1,2021-08-11
0112,カラオケ居酒屋 淳,福井県鯖江市幸町2-4-3 三好マンション202,2021-08-11
0111,Ange,福井県大野市日吉町13-4,2021-08-11
0110,九頭竜 天然鮎茶屋 さぎり屋,福井県吉田郡永平寺町松岡上合月36-50,2021-08-11
0109,びしゃもん,福井県福井市問屋町3-201,2021-08-11
0108,ナイト・イン・モンステラ,福井県勝山市本町1-4-27,2021-08-11
0106,秋吉 上中店,福井県三方上中郡若狭町三宅92-2-15,2021-08-11
0105,ロンシャン,福井県大野市日吉町19-10,2021-08-11
0103,中華レストラン 百楽,福井県越前市小松2-23-9,2021-08-11
0101,錦場,福井県福井市南四ツ居1-9-21,2021-08-11
0099,すなっく 5年3組,福井県敦賀市本町1-2-2 OKビル2F,2021-08-11
0098,カフェダイニング BOND,福井県越前市稲寄町24-1-27,2021-08-11
0097,スナック 鈴奈,福井県越前市桂町5-10,2021-08-11
0096,CaFe 結,福井県越前市村国3-17-5 YOU上の島1F,2021-08-11
0095,谷よし,福井県勝山市本町2-5-2,2021-08-11
0094,秋吉 新田塚店,福井県福井市経田1-1414,2021-08-11
0092,トロン温泉浴施設 うらら館,福井県大野市南六呂師169-136,2021-08-11
0091,居酒屋 佐助,福井県勝山市芳野町2-1-64,2021-08-11
0089,玉島荘,福井県丹生郡越前町玉川39-41,2021-08-11
0088,ナイトルーム 妙,福井県福井市春山2-1-3 伊東ビル1F,2021-08-11
0086,ふるさと渓流,福井県坂井市丸岡町山竹田70-4,2021-08-11
0084,カラオケ喫茶 香音,福井県勝山市本町4-7-21,2021-08-11
0083,鉄板焼 案山子,福井県あわら市二面5-208,2021-08-11
0082,布作,福井県越前市粟田部町26-6,2021-08-11
0081,和食処 かばた,福井県福井市文京6-22-7,2021-08-11
0079,萌え木,福井県福井市高木中央2-2901-1,2021-08-11
0078,ホテルうみんぴあ レストラン -SAVOR-,福井県大飯郡おおい町成海1-8,2021-08-11
0075,地酒蔵,福井県鯖江市柳町3-2-9,2021-08-11
0074,スナック 由紀,福井県大飯郡高浜町宮崎86-20-9,2021-08-11
0072,お好み焼 からんころん,福井県福井市大願寺2-6-28,2021-08-11
0071,リストランテ Aggi,福井県福井市問屋町4-701,2021-08-11
0070,ぷうあぷう ラポスト,福井県吉田郡永平寺町東古市9-35-2,2021-08-11
0068,酒楽 山おか,福井県福井市二の宮4-1-1 高橋ビル1F,2021-08-11
0067,まつ治,福井県小浜市小浜竜田78,2021-08-11
0066,月見亭,福井県越前市松森町15-4-23,2021-08-11
0065,レストラン 安土山,福井県大飯郡高浜町和田133-9-2,2021-08-11
0064,あら井や料理店,福井県勝山市本町3-3-4,2021-08-11
0063,伊酒屋バル ジーモ,福井県吉田郡永平寺町松岡御公領503-2 医大前Ｋコーポ1F,2021-08-11
0061,しゃぶしゃぶ 万両,福井県福井市西開発1-2404,2021-08-11
0060,DogSaion＆Café chienka,福井県坂井市丸岡町新九頭竜1-242,2021-08-11
0058,まンまや おちょkitchen,福井県福井市日之出2-7-16,2021-08-11
0057,BEAUTY&CAFE JURAKU,福井県鯖江市下河端町4-6-1,2021-08-11
0054,レ・ボン・セパージュ,福井県福井市船橋黒竜1-206,2021-08-11
0053,Studio 詩音,福井県小浜市生守6-33-1 松山ビル2F,2021-08-11
0052,イタリア料理 Peperino,福井県敦賀市御名53-108-1,2021-08-11
0051,NALU,福井県勝山市本町2-2-27,2021-08-11
0049,(有) 魚治,福井県勝山市沢町1-4-21,2021-08-11
0048,レストラン 金龍,福井県吉田郡永平寺町東古市16-42-1,2021-08-11
0047,居食屋 りゅう,福井県吉田郡永平寺松岡上合月2-66-1,2021-08-11
0045,歌謡酒場 七色,福井県敦賀市本町1-2-12 越路ビル1F,2021-08-11
0044,ラウンジ LuPi,福井県敦賀市本町1-14-27 アスナビル1F 1号,2021-08-11
0043,スナック 春花,福井県越前市北府2-15-13 石田ビル1Ｆ,2021-08-11
0042,スナック 庄兵衛,福井県勝山市滝波町3-206,2021-08-11
0040,九龍飯店,福井県鯖江市有定町2-4-28-2,2021-08-11
0039,やっこ,福井県福井市足羽1-14-21,2021-08-11
0038,焼肉 万賛館,福井県勝山市沢町2-7-27,2021-08-11
0037,花月楼,福井県勝山市本町2-6-21,2021-08-11
0036,小牧かまぼこ,福井県敦賀市余座13-1-1,2021-08-11
0034,とんかつ カルマ 本店,福井県福井市二の宮3-1-11,2021-08-11
0033,味処 けやき,福井県坂井市坂井町蔵垣内34-14-1,2021-08-11
0032,秋吉 武生店,福井県越前市府中1-12-26,2021-08-11
0031,ホテル 流星館,福井県大飯郡おおい町名田庄納田終109-6-1,2021-08-11
0029,鉄板創作串 JIN,福井県小浜市大手町5-20 七福タウン,2021-08-11
0028,若狭マリンプラザ,福井県小浜市岡津44,2021-08-11
0025,鉄板焼きダイニング Voyage,福井県鯖江市丸山町1-2-4,2021-08-11
0024,茶房すなっく 古都,福井県福井市四ツ井2-3-6,2021-08-11
0023,鉄板焼きと居酒屋のお店 七転び八起き,福井県福井市明里町11-10,2021-08-11
0022,永平寺 九頭竜らー麺 庫裡庵,福井県吉田郡永平寺町松岡兼定島11-50-2,2021-08-11
0021,居酒屋 岩倉,福井県越前市桂町5-11,2021-08-11
0019,よ志元 本店,福井県越前市元町6-12,2021-08-11
0018,びすとろ も・談屋,福井県鯖江市糺町25-12-2,2021-08-11
0017,ぬの家,福井県鯖江市水落町3-2-17,2021-08-11
0016,カフェ＆パブ ダイハード,福井県敦賀市元町18-32,2021-08-11
0015,セピア,福井県大野市中狭3-1102,2021-08-11
0014,スナック 麻里,福井県勝山市滝波町4-1102,2021-08-11
0011,ごはんや 蓮 REN,福井県南条郡南越前町牧谷29-8,2021-08-11
0010,グラン・シェフ クーゼー,福井県福井市今市町40-1-1 ハーモニーホール敷地内,2021-08-11
0009,カラオケ喫茶 らんでぶー,福井県敦賀市金山89-3-6 三谷ビル101,2021-08-11
0008,カラオケ喫茶 宝,福井県敦賀市若葉町2-407 Fビル2F,2021-08-11
0007,カフェテラス MAKI,福井県福井市高木中央2-4109,2021-08-11
0006,喫茶 アイビー,福井県坂井市丸岡町石城戸町1-11,2021-08-11
0004,COZY COFFEE,福井県吉田郡永平寺町吉波22-104,2021-08-11
0003,Brown Rice Bar,福井県福井市花月2-13-17,2021-08-11
0002,焼き鳥居酒屋 火の鳥,福井県大野市中保22-1-1,2021-08-11
0001,レストラン リーフテラス,福井県福井市高木中央3-701,2021-08-11
